Response Time,Availability,Throughput,Successability,Reliability,Compliance,Best Practices,Latency,Documentation,Service Name,Service Classification
2836.25,79,2.4,79,73,67,84,78.75,7,ErrorReporter,Platinum
123.92,66,3.6,66,73,89,80,3.75,9,MedicareData,Bronze
123,78,10.4,78,73,89,84,3.5,7,BNPriceWS,Bronze
133.62,70,4.9,70,73,89,84,2.37,5,SwissCities,Bronze
131.25,70,4.8,70,73,89,84,3.63,10,SwissCities,Bronze
509.5,86,12.6,86,73,67,88,37,11,XfccBasic,Platinum
172.5,72,14,72,83,89,91,7,11,DOTSValidateCanada,Silver
170,91,28.6,97,80,100,87,1,3,ODWS,Silver
198.5,72,15.1,72,83,89,91,6,4,DOTSValidateCanada,Silver
531,72,8.8,72,83,89,93,7,7,DOTSValidateCanada,Platinum
345,72,10.3,72,83,89,93,2,12,DOTSValidateCanada,Gold
205,71,13.1,72,83,89,91,11,4,DOTSValidateCanada,Silver
189,83,26.5,84,83,89,91,6,10,DOTSValidateCanada,Silver
183,94,27.6,98,80,100,87,15,2,KUAMNewsSyndicatedHeadlines,Silver
186,83,25,84,83,89,91,4,4,ehmmcalibrateService,Silver
154,83,23.5,84,83,89,91,5,9,SiteFetchService,Silver
200,91,30,97,80,100,87,12,6,KUAMNewsSyndicatedHeadlines,Silver
670,93,13.2,98,80,100,89,16,10,KUAMNewsSyndicatedHeadlines,Platinum
312.43,88,9.6,96,72,78,89,16.36,11,VideoGamesFinder,Gold
251,86,2.6,87,73,78,80,143,40,CheckAuthorizationService,Gold
149,96,33.9,99,58,100,75,43,12,ContactServiceNoHeader,Silver
135.33,86,10.1,95,73,78,84,8,6,newcpgseekService,Bronze
118.33,96,7,99,73,78,84,8.66,6,newcpgseekService,Bronze
136.67,63,6.1,64,78,78,89,3,11,interop,Bronze
142.5,94,6.8,98,73,78,84,12.5,3,Lodge,Silver
287,89,12,96,67,100,82,1,35,ReviewRequestManager,Gold
4098,97,4.7,98,80,100,87,1,65,Weather,Platinum
165,89,13.6,96,80,78,87,2,63,Weather,Silver
191.33,95,1.5,98,73,78,84,0.66,9,ValidateService,Silver
725.63,88,3.5,96,67,78,77,1.47,96,restoverService,Platinum
236.21,64,2.5,64,80,67,83,48.07,88,K4TAirSellWS,Gold
140.33,63,19.9,63,83,89,91,2,8,RouteFinder,Bronze
131,19,4.8,20,67,89,72,3,91,IT_x0040_Service_x0020_Webservices,Bronze
582.85,56,4.4,58,67,89,77,113.66,3,GeDat,Platinum
195.56,100,11.6,100,73,78,80,25.78,95,sixpackService,Silver
214,67,8.5,68,73,78,84,116.6,37,CourseRegistration,Silver
314.62,96,5.9,99,83,78,91,70.24,1,InterFax,Gold
138.5,46,10,46,73,89,75,5,39,GetSomeValueService,Bronze
151,85,28.4,95,83,89,91,18,90,GFCore,Silver
445,89,12.1,96,83,89,91,1.5,10,EmailValidation,Platinum
2629.33,88,0.8,89,78,89,89,817,3,WSInterProScanService,Platinum
1334,100,8.3,100,73,100,80,89,32,dottupService,Platinum
603.5,85,10.7,86,73,89,84,473.5,92,XWebEmailValidation,Platinum
414,86,10.5,86,73,89,84,74.5,4,lister,Platinum
179.5,98,8,100,80,100,87,0.5,12,sendOIOXML,Silver
244.17,99,3.7,100,80,100,83,1,7,sdm25,Gold
243,90,8.1,96,80,100,83,19.75,6,CaribbeanT,Gold
192.25,89,11,89,78,78,89,1,65,ProDA_WebServices,Silver
606.5,56,3.3,57,67,78,82,311.5,93,SMS,Platinum
850.92,88,3.9,88,67,78,77,476.42,90,w_company,Platinum
438.78,89,8.4,96,67,78,77,0.67,95,twofeatService,Platinum
284.57,43,3.3,44,73,89,75,11.86,3,CountryServiceService,Gold
261,83,19.4,84,83,89,91,9,31,Securlogin,Gold
179.6,61,7.2,61,78,89,89,34.8,10,erez3,Silver
180,92,27.8,97,80,100,87,18,3,KUAMNewsSyndicatedHeadlines,Silver
373,94,20.3,98,80,100,87,20,4,GoogleService,Platinum
265.09,94,10.2,94,73,89,62,48.18,11,DevLeap_x0020_-_x0020_WSCached,Gold
82.25,99,22.7,100,73,78,80,6.75,95,Zip,Bronze
63.25,98,25.6,100,67,78,66,10.25,30,GMPubSrvService,Bronze
74.5,92,8.4,97,73,78,80,23.5,88,XmlTracking,Bronze
86.75,94,23,98,73,78,80,18.75,93,Zip,Bronze
64.5,99,24.3,100,73,78,80,22,88,Wsession,Bronze
79.25,99,20.8,100,73,78,80,25.5,92,Wsession,Bronze
153,96,6.3,99,73,78,84,99,5,Batch,Silver
122.73,94,12.5,94,73,78,62,62.55,4,DevLeap_x0020_-_x0020_WSCached,Bronze
132.73,86,14.3,95,73,78,62,34.91,11,DevLeap_x0020_-_x0020_WSCached,Bronze
140.64,94,13.1,94,73,78,62,54.28,2,DevLeap_x0020_-_x0020_WSCached,Bronze
106,86,17.6,95,73,78,62,18.91,2,DevLeap_x0020_-_x0020_WSCached,Bronze
195,94,9.5,94,73,78,62,60.64,8,DevLeap_x0020_-_x0020_WSCached,Silver
78.82,88,17.1,96,73,78,62,33.09,4,DevLeap_x0020_-_x0020_WSCached,Bronze
101.33,63,4,64,73,100,80,2.66,7,dottupService,Bronze
448,83,13.8,84,73,100,75,4,62,SendContentService,Platinum
221.53,26,4.7,26,67,100,77,170.53,10,SOAP,Silver
281.39,61,6.1,61,67,78,72,59.06,88,XWeb1003Port,Gold
401.62,61,5,62,73,78,80,108,91,SmartPayments,Platinum
157.2,53,1.5,53,50,78,66,4.2,93,WarrantyClaimWebService,Silver
1423.5,47,2.2,47,78,89,89,162.5,7,EncryptPointService,Platinum
785,83,10.8,84,83,78,91,46,3,K4TAirReservationsWS,Platinum
166,83,24.6,84,83,89,91,14,5,InteropTestHeaders,Silver
161.5,34,2,35,67,67,82,21.64,12,Postcode_x0020_Finder,Silver
386.44,27,6,28,60,78,79,8.2,9,ShoppingCartTest,Platinum
517.67,63,6.3,63,67,78,82,9.34,11,getorfService,Platinum
68.88,17,4.3,18,60,78,79,5.76,5,vectorstripService,Bronze
63.83,19,5.1,20,60,78,79,3.92,1,vectorstripService,Bronze
71.62,17,5.3,17,60,78,79,5.5,7,vectorstripService,Bronze
70.23,17,8.3,18,60,78,79,5.58,10,vectorstripService,Bronze
261,36,0.9,37,60,89,69,13.67,12,compseqService,Gold
266.83,36,0.9,37,60,89,69,15.91,7,compseqService,Gold
202.04,97,9.9,99,60,89,74,6.92,40,validateAddress_Service,Silver
82.67,93,1.8,98,67,78,77,1.67,34,DDBJ,Bronze
98,87,13.7,95,67,78,77,1,39,WSMaxsproutService,Bronze
125,100,17.4,100,67,78,82,2,39,XYToPixelsService,Bronze
298,99,10.3,100,83,89,91,20,8,PolicyDocuments,Gold
132.86,28,3.8,28,78,50,89,4.36,62,XigniteTools,Bronze
151,83,24,84,78,89,89,15,64,IntegrationService,Silver
136.94,26,3.1,26,67,78,82,4.44,64,WSDLInteropTestRpcEncService,Bronze
166.6,51,5.8,51,73,78,84,13.4,65,WSDLInteropTestRpcEncService,Silver
716,54,3.9,54,67,78,82,62.12,6,ehmmemitService,Platinum
1428,99,7.9,98,73,100,84,1274,11,KEGG,Platinum
4207.5,92,1.1,92,80,89,83,3881.25,11,CommandService,Platinum
585.4,51,2,52,73,78,84,398.4,11,generate_login_token,Platinum
1034.43,32,3.1,33,60,78,79,931.07,5,Photoserver,Platinum
1939.79,35,1.1,36,67,78,82,1839.43,9,LitteratursidenServices,Platinum
141.33,94,6.9,98,73,78,84,7.33,10,newcpgseekService,Bronze
627,83,12.8,84,78,89,89,541,64,clover,Platinum
75.13,20,4.4,20,60,78,79,5.17,12,vectorstripService,Bronze
71.54,18,4.3,18,60,78,79,8.54,9,vectorstripService,Bronze
84.71,18,4.8,19,72,89,86,2.92,65,TaxonomyManager,Bronze
400.5,56,5.6,56,80,89,87,8.5,57,CReasonerService,Platinum
192.47,26,3,27,53,78,66,35.74,12,dbEMSW2,Silver
225.5,73,4,74,73,67,84,103.83,41,Servicio_saneamiento,Silver
101.84,14,10.6,15,60,89,69,3.29,90,IAddressservice,Bronze
474,89,11.5,96,58,89,69,196,8,FpMLValidation,Platinum
154,86,5.6,86,73,67,84,113,34,RecommendationService,Silver
108,83,28.2,84,83,89,91,8,64,AirportDataService,Bronze
3439.83,66,1.6,67,73,89,75,157.5,6,SpatialQuery,Platinum
176.33,92,6.5,97,83,89,91,119.83,7,zbozi,Silver
1328.5,56,3.8,56,83,89,91,3.75,10,UofA,Platinum
102.64,83,13.3,84,78,89,89,48.36,3,MyWorld,Bronze
71.16,99,21.9,100,78,89,89,16.44,11,lu,Bronze
148.56,99,2.3,100,73,89,75,98.67,9,Labs,Silver
1301.33,98,3.5,98,83,89,91,154.5,4,RenderService,Platinum
69,56,8,56,83,89,91,8.25,2,fdiscbootService,Bronze
4651,65,0.9,65,73,100,80,273,2,dottupService,Platinum
113.75,100,1,100,73,78,84,6.75,38,AOSIFWSService,Bronze
1987,56,1.9,57,60,89,79,7.73,89,DOTSGeoCoder,Platinum
332.25,78,5.9,78,73,89,88,140.25,92,Research,Gold
782,100,16,100,80,100,87,2,11,NetworkNode,Platinum
205,73,1.4,74,58,78,80,12,7,Quotes,Silver
238.5,73,7.4,74,73,89,80,72.83,8,WarrantyClaimWebService,Gold
665.67,63,7.7,63,89,100,93,9.34,58,WebService,Platinum
101,87,34.7,95,73,100,84,2,34,GMPubSrvService,Bronze
560.62,100,2.2,100,78,89,89,41.85,90,Phonebook,Platinum
191,83,21,84,67,89,72,12,37,ServiceOverviewService,Silver
134.07,84,12.2,85,60,89,69,8.21,4,Sandbox6Service,Bronze
134,83,22.5,84,83,89,91,9,4,needleService,Bronze
86.5,57,1.5,58,67,78,72,1.25,12,FsouOffice2003Service,Bronze
222.47,97,8.5,99,60,78,54,12.61,87,XFormWebService,Silver
125.67,92,7.2,97,73,78,84,18,9,newcpgseekService,Bronze
83.31,99,17.8,100,67,100,77,9.69,8,backtranseqService,Bronze
206,88,22.4,96,80,100,87,25,32,BlastbtService,Silver
323,92,24.2,97,80,100,65,16,42,IdeasServiceService,Gold
216.5,98,4,100,67,100,77,17.5,18,RouteCalculationService,Silver
234,87,1.1,95,67,100,82,14,7,nEkaWebService,Gold
278,97,9.6,99,73,100,84,54,7,diffseqService,Gold
173,46,3.8,47,78,89,89,4.83,93,net.xmethods.services.stockquote.StockQuoteService,Silver
237.5,72,12.7,72,78,89,89,4,96,ICD9,Gold
1201,83,12,84,78,89,89,2,38,XFService,Platinum
363,83,19.2,84,73,78,88,163,2,GForgeAPI,Platinum
151.33,97,6.9,99,73,78,84,8.66,6,newcpgseekService,Silver
57,91,27.3,97,83,89,93,14,8,ForecastServiceImplService,Bronze
443.56,94,6.6,98,60,89,72,232.46,7,NetToolsService,Platinum
2297.64,98,1.6,98,73,67,84,712.55,9,Postcode_x0020_Finder,Platinum
1471.92,61,2.1,62,73,67,80,725.67,96,EmailValidation,Platinum
345,98,24.4,100,89,100,93,21,40,sirnaService,Gold
389,84,1,84,67,89,82,289,10,LocalTime,Platinum
135,97,7.5,99,73,78,84,9,10,newcpgseekService,Bronze
188,83,20.9,84,83,89,91,3,3,Tools,Silver
116.5,56,7,57,73,100,80,1.75,60,Authentication,Bronze
306,90,5.5,97,73,100,80,14.5,64,Authentication,Gold
112.81,24,12.6,25,67,100,77,4,65,dConverterSOAP,Bronze
491,91,4.2,97,73,100,80,23.5,66,Authentication,Platinum
262.5,89,5.3,96,73,100,80,18,60,Authentication,Gold
520.5,92,6.5,97,67,100,72,19.25,62,dConverterSOAP,Platinum
512.88,99,6.8,100,67,100,77,17.88,60,dConverterSOAP,Platinum
304.44,97,9.2,99,67,100,77,9,61,dConverterSOAP,Gold
429.5,100,4.2,100,73,100,80,37.75,59,Authentication,Platinum
265.19,98,9.7,100,67,100,77,14.25,57,dConverterSOAP,Gold
233.5,68,3.2,68,73,89,75,4,61,XataDispatchWebService,Gold
183,89,5.8,96,73,78,84,3,2,GetEntertainmentListingsService,Silver
3698.04,60,1.1,61,67,89,77,76.79,7,XataDispatchWebService,Platinum
153.79,86,10.1,95,67,100,82,31.79,57,CreditCard,Silver
121.91,91,13.6,97,67,100,77,0.98,62,CreditCard,Bronze
166.63,99,9.6,100,67,100,82,33.55,58,ChartReq,Silver
413,83,17.8,84,78,89,89,10,6,PersonalizationService,Platinum
114,86,11.3,95,73,78,84,6.33,1,newcpgseekService,Bronze
329.8,51,6,51,73,89,75,30.6,6,frestdistService,Gold
314,83,14.3,84,73,89,75,28,7,frestdistService,Gold
283,83,20.3,84,73,89,75,13,4,frestdistService,Gold
256.43,90,7.1,97,67,100,82,20.52,41,ExecutablePackage,Gold
115.4,97,10.1,99,67,78,77,59.36,59,SchemaWeb,Bronze
146.5,72,14.2,72,83,89,91,3.5,6,addressMeister.comService,Silver
174,83,14.9,84,73,100,75,3,37,XFService,Silver
267,63,3.4,64,60,89,69,15.33,10,SaisieFrance2ServiceBeanService,Gold
242.5,62,6.1,63,73,89,75,5.12,6,ServicioGeocodificacion,Gold
255,86,19.5,87,83,89,91,11,2,SmsGate2,Gold
241,100,24.6,100,83,89,91,8,7,sdm25,Gold
242,71,11.9,72,73,89,75,5,6,ConnectiqueService,Gold
258.5,72,9.2,72,73,89,75,14.5,9,lindnaService,Gold
392.5,46,5.6,47,73,89,75,1.5,34,Testtool,Platinum
108.5,100,1.1,100,73,78,80,1.5,87,emmaService,Bronze
100.56,99,14.1,100,73,78,80,1.23,91,CooccurrencesAllService,Bronze
101,93,17.9,98,73,78,80,0.83,93,RateCalculatorService,Bronze
130,94,15.5,98,73,78,80,1.2,91,Labs,Bronze
108,86,0.7,95,73,78,80,0.33,90,RsvmService,Bronze
103.4,85,18.8,95,73,78,80,0.4,87,VinService,Bronze
110.78,85,13.2,95,73,78,80,1.78,96,sendOIOXML,Bronze
102,90,18.6,97,73,78,80,1,92,infoalignService,Bronze
138.5,100,2,100,73,78,84,2,95,CEqImage,Bronze
142.5,92,1.4,97,73,78,84,1.5,88,serviceName,Silver
102.62,91,15.3,97,67,78,82,0.93,91,WebServiceDemo,Bronze
97.33,88,1.7,96,73,78,80,1.33,59,restrictService,Bronze
943.5,77,4.4,77,73,67,84,88,9,Advanced,Platinum
532.4,51,4.9,51,67,78,82,11,2,DictmetaService,Platinum
1147.3,27,3.2,28,60,78,79,1.91,1,ShoppingCartTest,Platinum
1668,63,3.9,64,67,78,82,239.33,6,getorfService,Platinum
1375,63,4.5,64,67,78,82,6.67,12,StockQuote,Platinum
83.12,90,21.9,97,73,100,80,10.87,6,IDV,Bronze
843.5,97,5.7,99,58,89,69,98.5,9,Tools,Platinum
216,93,9.5,98,58,89,69,18,10,Conversor,Silver
1067.67,63,1.9,64,83,89,91,751.34,38,decompImplementationService,Platinum
1226.67,63,1.9,64,83,89,91,869,41,decompImplementationService,Platinum
576.71,28,1.2,29,67,89,72,1.18,5,Guthrie,Platinum
211,87,24.6,96,73,100,84,1,5,showmyip,Silver
207,25,8.8,26,67,89,72,91.93,35,CommandService,Silver
316.5,72,15.9,72,80,89,87,5.5,8,SiteUser,Gold
1845.5,72,5,72,83,89,91,3.5,1,EditService,Platinum
1529,72,5.3,72,83,89,91,6,8,EditService,Platinum
171,86,16.5,95,73,100,80,2,8,PrixElementPrestaServiceProxy,Silver
165,100,23.4,100,73,100,80,2,4,Beheer,Silver
157,90,22.9,96,73,100,80,1,10,PasteHereWebService,Silver
232,100,13,100,73,100,84,51.5,35,PeReverseAniService,Gold
172,89,29.5,96,89,78,93,2,8,DOTSAddressValidate,Silver
48.35,10,14.9,10,67,78,82,2.92,4,MailingList,Bronze
247.8,99,6.5,100,73,89,62,1.2,5,XWeb1003Port,Gold
314.15,100,6.7,100,60,100,79,18.05,8,Phone,Gold
1456.67,90,4.1,96,73,78,62,19,93,ConcertWebService,Platinum
86.86,100,19.7,100,73,78,80,1,88,TGL_x0020_Web_x0020_Services_x0020_v1.0,Bronze
152.56,94,17.7,98,73,78,80,18,35,FrenchAddressVerification,Silver
3283,92,1.6,93,73,78,80,35.75,38,RealTimeJobPost,Platinum
462,99,12.7,100,73,78,80,11,90,ImgCutout,Platinum
75.22,93,18.2,98,67,78,72,21.55,25,XataDispatchWebService,Bronze
939.7,98,2.4,99,73,78,80,481.1,11,GlobalAddressInteractiveVerification,Platinum
678.5,86,1.7,87,67,78,82,2.5,10,FaxService,Platinum
718,86,3.3,87,67,78,82,54.5,2,FaxService,Platinum
709.5,86,3.7,86,67,78,82,35.5,4,FaxService,Platinum
227.17,90,3.7,97,73,89,62,1.34,92,NWs,Gold
540.5,72,3.7,72,67,89,72,35,90,ciselniky,Platinum
642.5,72,5.4,72,67,89,72,25,41,ciselniky,Platinum
57,85,5,95,73,100,80,1,96,ShoppingCartTest,Bronze
4637.61,30,0.5,30,67,67,82,4140.35,8,GlimmermService,Platinum
158.67,93,11.7,98,73,100,84,0.67,61,sigcleaveService,Silver
110,83,21.6,84,67,89,72,5,4,soap4buildwsdl,Bronze
227.62,8,6.9,8,67,89,72,5.01,11,FileShopHandler,Gold
228.3,7,4.8,8,67,89,72,9.07,9,FileShopHandler,Gold
102.5,89,3.1,96,80,78,87,47.5,88,DocumentManager,Bronze
123,99,9.8,100,73,100,84,2.33,86,WebServiceAuthenticator,Bronze
405.14,91,7.9,97,73,78,80,2.71,94,trimseqService,Platinum
187,65,10.1,66,67,89,66,71.5,9,SMART,Silver
208.22,61,7.6,62,73,78,80,81.83,3,Bible,Silver
231.39,86,10.4,95,73,100,80,1.33,90,WebServiceDemo,Gold
142,96,29.3,99,73,100,84,17,60,IOHandler,Bronze
205.5,73,1.9,73,60,78,74,27,33,news_xml_service,Silver
825.8,90,5.9,91,60,78,69,123.2,6,GeoIPService,Platinum
240.17,91,2.5,92,67,89,72,46.67,88,GeoIPService,Gold
1212.2,90,4.5,90,60,78,69,70.8,5,GeoIPService,Platinum
70.62,18,4.3,18,60,78,79,3.97,2,vectorstripService,Bronze
65.4,92,6.8,92,67,100,77,8.25,3,showalignService,Bronze
64.28,80,9.1,81,67,100,77,5.78,11,showalignService,Bronze
60.05,77,9.1,77,67,100,77,4.1,11,showalignService,Bronze
60.47,78,9.2,79,67,100,77,4.47,11,showalignService,Bronze
71.21,71,10.7,71,67,100,77,6,8,showalignService,Bronze
61.42,79,8.9,80,67,100,77,5.37,8,showalignService,Bronze
229.79,89,7.4,89,67,100,77,41.32,2,showalignService,Gold
248.32,89,7.3,90,67,100,77,50.11,5,showalignService,Gold
59.58,77,8.8,78,67,100,77,3.95,3,showalignService,Bronze
61.42,80,8.6,81,67,100,77,4.95,9,showalignService,Bronze
243,89,7,90,67,100,77,49.11,10,showalignService,Gold
60.84,70,10.5,71,67,100,77,5.95,5,showalignService,Bronze
58.21,62,13.3,63,67,100,77,4.68,1,showalignService,Bronze
62.05,72,10.2,73,67,100,77,6.05,8,showalignService,Bronze
227.53,90,7.1,90,67,100,77,40.16,2,showalignService,Gold
263.89,87,7,88,67,100,77,70.52,4,showalignService,Gold
305.37,87,8,87,67,100,77,90.95,7,showalignService,Gold
226.58,90,7.2,91,67,100,77,37.37,9,showalignService,Silver
57.42,66,12.5,66,67,100,77,5.31,10,showalignService,Bronze
217.05,91,7.3,91,67,100,77,28,3,showalignService,Silver
121.15,88,6.4,89,67,100,77,8.2,7,showalignService,Bronze
64.75,86,7.8,86,67,100,77,7.95,11,showalignService,Bronze
247.05,89,6.6,89,67,100,77,55.1,11,showalignService,Gold
123.45,86,7.2,87,67,100,77,5.8,7,showalignService,Bronze
79.65,61,13.3,61,67,100,77,2.75,3,showalignService,Bronze
221,18,4.3,18,60,78,79,11.35,2,vectorstripService,Silver
205.31,56,7.1,57,67,78,77,90.07,93,Phonebook,Silver
1817,71,2.7,71,73,78,75,68.5,92,Departements,Platinum
196.83,75,1.1,75,73,78,84,36.16,96,PhoneNumberEnhancement,Silver
149.46,93,10.7,98,67,100,77,6.43,11,CursBCE,Silver
148.95,89,10.8,96,67,100,77,6.73,10,CursBCE,Silver
541,91,20.3,97,73,100,84,360,35,XmlTracking,Platinum
374.25,56,5.4,57,60,78,79,45.75,8,epestfindService,Platinum
460,56,2.6,57,60,78,79,107.5,9,Remember_x0020_God,Platinum
397,56,5.5,56,67,78,85,50,4,VasService,Platinum
421,63,6.7,63,67,78,85,57,11,SendSmsService,Platinum
325.25,56,8.1,56,67,78,85,56.5,7,GMPubSrvService,Gold
116.33,46,9.2,46,83,89,91,4.83,2,XigniteRealTime,Bronze
115,72,12.9,72,83,89,91,4.5,7,Conversor,Bronze
2987,56,2.4,57,60,89,69,2092.5,11,IT_x0040_Service_x0020_Webservices,Platinum
68.83,100,21.4,100,73,100,80,7.33,92,HeaderTimeService,Bronze
431.33,85,9.4,95,67,78,72,6.66,8,SearchEngine,Platinum
421,86,9.7,86,73,78,84,2.5,87,CReasonerService,Platinum
280,79,2.3,79,80,78,87,2,89,RenderService,Gold
836.5,86,5.4,86,73,67,84,17,97,XmlHttpCheck,Platinum
140.5,97,18,99,73,78,84,50,40,PayPalAPIInterfaceService,Bronze
181.36,98,12.6,99,73,100,84,17.63,90,LostvibeWebService,Silver
405,85,6.5,95,73,89,62,16.3,93,GetPersonInfoService,Platinum
445.43,96,8.8,99,80,78,83,6.14,91,CEqImageSecure,Platinum
512.25,92,6.8,93,80,78,83,46.37,92,plotconService,Platinum
378.29,96,9.6,99,80,78,83,8.58,91,Typograf,Platinum
620.5,96,8.7,99,73,100,80,398,10,Typograf,Platinum
3273.75,84,1.6,85,73,78,88,11.13,8,Current Homeland Security Threat Level,Platinum
3347,83,5.6,84,83,89,91,2,3,XEMBLService,Platinum
379,63,5.6,63,73,78,88,18.67,7,OMIM,Platinum
288.21,93,7.7,98,67,78,82,16,92,Bible,Gold
134,83,12,84,83,78,93,32,4,EHCIntegrationService,Bronze
355.5,86,2,95,67,78,77,26,4,showseqService,Platinum
328,89,7.1,96,67,78,77,32.5,12,WorldTimeService,Gold
368.5,85,3.7,95,67,78,82,19,9,Postcode_x0020_Finder,Platinum
83.42,66,1.6,66,73,67,84,3.67,87,WolframSearchService,Bronze
90.12,69,6.5,70,73,89,84,21.37,12,JobSequencerService,Bronze
753,72,7.7,72,73,78,84,1.5,67,chaosService,Platinum
2801.56,96,2,99,73,78,75,8.89,92,ItestckvSOAPservice,Platinum
2835.56,97,2,99,73,78,62,13.45,89,supermatcherService,Platinum
183.57,99,13,100,73,78,80,7.57,95,SurchargeRegisterService,Silver
199.2,87,8.6,95,67,78,77,23.75,86,getorfService,Silver
188.56,91,11.5,97,73,78,80,21.12,94,ArticlesSecure,Silver
257.5,100,3.4,100,73,78,84,1,35,UpsValidation,Gold
96.67,92,3.9,97,58,100,75,13.67,87,Onegroupservice,Bronze
84.86,87,1.9,95,73,100,80,19.86,41,Onegroupservice,Bronze
326.25,95,8.5,98,73,78,80,10.5,3,TravelCodesTranslator,Gold
214,88,3.7,96,73,100,84,23,88,DMReporting,Silver
287,90,8.1,97,60,78,69,16.94,10,Ensembl,Gold
107.57,80,1.7,81,67,78,82,18.21,61,XigniteTools,Bronze
119.2,90,3.6,91,73,78,84,29,57,EchoStringWSRoutingSvc,Bronze
91,85,28,95,60,89,79,1,90,Streams,Bronze
202.17,46,4.9,47,73,78,75,3,21,ApniUrdu,Silver
227,88,21.2,96,73,100,84,23,34,USWeather,Gold
459.14,99,7.2,97,67,78,72,10.85,92,StretcherService,Platinum
154,98,14,99,73,100,80,3,4,Vigenere1,Silver
175.5,86,12.4,95,73,100,80,3.5,4,SecureLogin,Silver
151,92,12.2,97,73,100,80,4.5,11,v40,Silver
154.5,100,12.2,100,73,100,80,5,7,QuoteofTheDay,Silver
162.5,92,12.3,97,73,100,80,5,2,redataService,Silver
149.5,94,13.3,98,73,100,80,4,9,TGL_x0020_Web_x0020_Services_x0020_v1.0,Silver
184,96,12.3,99,73,100,80,5.5,11,Products,Silver
148,94,17.1,98,73,100,80,2.5,1,stock,Silver
162,100,12.4,100,73,100,80,5,7,JIPComuniService,Silver
154,95,14.9,98,73,100,80,4,2,soap4buildwsdl,Silver
146.5,90,17.6,97,73,100,80,3,8,emastService,Silver
153.5,93,12.7,98,73,100,80,4,12,WebServiceAuthenticator,Silver
174,83,19.3,84,73,89,75,4,11,ProductActivation,Silver
108.67,87,4.8,95,73,100,84,24.84,12,MarketData,Bronze
112.83,98,4.1,100,73,100,84,45.16,33,OfficeResearch,Bronze
94.67,98,4.7,99,73,100,84,16.34,8,BulportWeatherService,Bronze
151.75,88,8.7,96,73,100,84,69,7,PhoneNotify,Silver
1226,91,6.3,97,73,100,84,3,12,BankValSOAP,Platinum
98.09,87,17.2,96,67,100,82,21.54,28,maskfeatService,Bronze
106,95,5.5,99,73,100,84,28,1,NWs,Bronze
114.58,95,13.3,99,67,89,82,32.45,92,processParticipant,Bronze
105.78,60,10.9,61,73,67,80,59.17,37,DevLeap_x0020_-_x0020_WSCached,Bronze
93.3,60,13.4,61,73,67,84,31.4,88,RealTimeJobPost,Bronze
95.38,62,13.7,62,73,78,80,55.88,88,CogoService,Bronze
130.25,79,2.4,79,73,78,84,93.75,94,Wordml2latexService,Bronze
86.27,55,12,55,60,78,69,45.25,91,mergerService,Bronze
137.75,79,2.4,79,67,78,72,100,39,AirportDataService,Bronze
141.77,56,7.5,56,67,78,77,88.31,86,fandgSubscriptionWS,Bronze
67.5,86,6,86,73,78,80,1.5,95,GeoPointService,Bronze
115,86,8.8,86,73,78,84,61.5,34,CursBCE,Bronze
100,94,21.8,98,73,100,87,2,64,TargetServiceBinding,Bronze
144.75,56,10.7,56,73,89,75,4.5,1,Geolizer,Silver
139,89,18.2,96,73,78,84,1,57,RandomPlayer,Bronze
159.5,98,2.8,100,73,78,80,16.5,37,USDAData,Silver
137.75,78,13.4,78,73,89,84,1.75,89,CommandService,Bronze
117,91,1.8,97,73,78,84,43,4,OHRwurmSearchService,Bronze
156,83,20.5,84,67,89,72,28,66,ElectronicDataAssistance,Silver
138.06,100,11,100,60,78,69,2.06,83,GetInfoByNameService,Bronze
148.33,92,2,97,73,78,80,1.66,93,TrWSEm,Silver
247.5,93,16.8,98,73,78,80,13.5,95,PhoneService,Gold
177,88,18.5,96,73,78,80,11,94,MorphingLabs,Silver
219,87,2.8,96,73,78,80,17,87,SADownload,Silver
212.5,100,1.5,100,73,78,80,1,90,SummaryService,Silver
284,91,3.7,97,73,78,80,28,95,TwsPLNBUpdate,Gold
50.75,56,8.6,56,80,89,83,6,33,FindIP,Bronze
153.32,97,9.2,97,60,100,74,2.96,91,CurrencyConvertor,Silver
213,88,2.7,96,60,100,74,44,30,MyWorld,Silver
116,87,2.8,95,60,100,74,30,5,DeadOrAlive,Bronze
150.33,90,1.7,96,60,100,74,49.66,6,DeadOrAlive,Silver
189.78,85,9.7,95,53,100,76,41.56,34,CRA_clima_GSRad,Silver
158.8,98,20.1,100,67,100,82,1.2,95,nalennd,Silver
168.5,88,5,96,60,89,69,1,38,Beheer,Silver
184.67,98,2.6,100,60,78,79,32,27,JoeGustavServerService,Silver
197,88,3.7,96,60,100,79,63,61,AirportDataService,Silver
597.5,98,3.7,100,60,100,74,43.5,66,InsumaFocus,Platinum
249.5,91,7.9,97,60,100,79,84,65,SpatialQuery,Gold
128.6,89,1.8,96,60,100,69,34.4,34,WebAcsWS,Bronze
156,92,2.5,97,60,100,69,26,32,PhylogeneticService,Silver
461,98,6.7,100,60,100,74,14.57,86,RemoteOnlineReadingWS,Platinum
152.07,95,12.8,99,53,100,66,33.14,32,companyPaymentAuthorizationService,Silver
575.5,86,6.4,95,67,100,82,1,88,Northwind,Platinum
539,95,3.6,98,60,100,79,42,85,Batch_Transfer,Platinum
152,96,4.9,99,60,100,79,51,73,Batch_Transfer,Silver
